Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Rahe,Mars,34.44,25.05,262.52,"Crater, craters",2000,Jurgen; American astronomer and NASA program director (1940-1997).
Rahway Valles,Mars,346.19,8.46,173.58,"Vallis, valles",2006,"River in New Jersey, USA."
Rakke,Mars,18.47,-4.57,316.64,"Crater, craters",1976,Town in Estonia.
Ramanathan,Mars,89.00,28.09,27.90,"Crater, craters","Mar 08, 2022",Kalpathy Ramakrishna; Indian physicist and meteorologist (1893-1984).
Rana,Mars,12.33,-25.59,338.20,"Crater, craters",1976,Town in Norway.
Raub,Mars,6.95,42.38,135.11,"Crater, craters",1979,Town in Malaysia.
Rauch,Mars,32.90,21.56,301.87,"Crater, craters",1976,Town in Argentina.
Rauna,Mars,2.53,35.26,327.92,"Crater, craters","Apr 24, 2015",Village in Latvia.
Ravius Valles,Mars,388.18,46.12,249.83,"Vallis, valles",1985,Classical name for river in N.W. Ireland.
Ravi Vallis,Mars,148.78,-0.42,319.52,"Vallis, valles",1979,Ancient Pakistani River.
Rayadurg,Mars,21.38,-18.45,102.43,"Crater, craters",1991,Town in India.
Rayleigh,Mars,125.66,-75.57,118.94,"Crater, craters",1973,"Strutt, John W., third Baron Rayleigh; British physicist (1842-1919)."
Redi,Mars,60.31,-60.33,92.80,"Crater, craters",1973,Francesco; Italian physicist (1626-1697).
Renaudot,Mars,63.74,42.04,62.68,"Crater, craters",1973,Gabrielle; French astronomer (1877-1962).
Rengo,Mars,13.70,-43.45,316.37,"Crater, craters",1976,Town in Chile.
Resen,Mars,7.40,-27.94,108.87,"Crater, craters","Jan 19, 2011",Town in Macedonia.
Reull Vallis,Mars,1051.94,-42.14,104.95,"Vallis, valles",1979,Word for “;planet“; in Gaelic.
Reutov,Mars,18.02,-45.07,202.29,"Crater, craters","Aug 05, 2013","Town in Moscow region, Russia."
Reuyl,Mars,84.27,-9.63,166.93,"Crater, craters",1973,Dirk; American physicist (1906-1972).
Revda,Mars,26.60,-24.28,331.50,"Crater, craters",1976,Town in Russia.
Reykholt,Mars,52.17,40.48,273.86,"Crater, craters",1991,Town in Iceland.
Reynolds,Mars,90.69,-74.99,202.41,"Crater, craters",1973,Osborne; British physicist (1842-1912).
Rhabon Valles,Mars,245.00,21.21,268.73,"Vallis, valles",1988,Classical river in Dacia (Romania).
Ribe,Mars,11.14,16.49,330.84,"Crater, craters",1976,Town in Denmark.
Richardson,Mars,89.00,-72.47,180.14,"Crater, craters",1973,"Lewis F.; British meteorologist, chemist (1881-1953)."
Rimac,Mars,7.29,44.97,136.06,"Crater, craters",1979,Town in Peru.
Rincon,Mars,13.36,-8.00,316.99,"Crater, craters",1976,Town in Netherlands. Antilles (Bonaire Is).
Ritchey,Mars,77.23,-28.42,309.01,"Crater, craters",1973,George W.; American astronomer (1864-1945).
Robert Sharp,Mars,152.08,-4.17,133.42,"Crater, craters","May 16, 2012",Robert Phillip; American geologist (1911-2004).
Roddenberry,Mars,139.15,-49.37,355.57,"Crater, craters",1994,"Gene; American engineer, television producer (1921-1991)."
Roddy,Mars,85.82,-21.65,320.61,"Crater, craters","May 31, 2013",David John; astrogeologist (1932-2002).
Roemer,Mars,120.00,-27.46,8.09,"Crater, craters","Apr 21, 2021",Elizabeth “Pat”; astronomer (1929-2016).
Roman,Mars,60.00,-4.38,80.42,"Crater, craters","Feb 13, 2023",Nancy Grace; American astronomer (1925-2018).
Romny,Mars,5.39,-25.40,341.83,"Crater, craters",1976,Town in Russia.
Rong,Mars,8.92,22.46,314.65,"Crater, craters",1988,Town in China (Tibet).
Rongxar,Mars,21.63,26.33,304.56,"Crater, craters",1987,"Small village in Tibet, near Mt. Everest."
Roseau,Mars,6.49,-41.69,150.57,"Crater, craters","Nov 25, 2009",Town in Dominica.
Ross,Mars,82.51,-57.39,252.16,"Crater, craters",1973,Frank E.; American astronomer (1874-1966).
Rossby,Mars,80.42,-47.52,167.92,"Crater, craters",1973,Carl G.; Swedish-American meteorologist (1898-1957).
Rubicon Valles,Mars,308.21,44.41,242.48,"Vallis, valles",1976,Ancient river in Italy.
Ruby,Mars,26.43,-25.24,342.93,"Crater, craters",1976,"Town in South Carolina, USA."
Rudaux,Mars,107.18,38.03,50.96,"Crater, craters",1973,Lucien; French astronomer (1874-1947).
Ruhea,Mars,9.50,-43.26,173.08,"Crater, craters","Oct 18, 2016",Town in Bangladesh.
Runanga,Mars,41.36,-26.64,75.96,"Crater, craters","Sep 14, 2006",Town in New Zealand.
Runa Vallis,Mars,36.00,-28.34,323.29,"Vallis, valles",1979,Name proposed by Soviets.
Rupes Tenuis,Mars,669.03,81.60,274.53,"Rupes, rupēs",1988,Classical albedo feature name.
Russell,Mars,135.08,-54.50,12.43,"Crater, craters",1973,Henry N.; American astronomer (1877-1957).
Rutherford,Mars,107.08,19.03,349.41,"Crater, craters",1973,Ernest; British physicist (1871-1937).
Ruwais,Mars,28.00,22.86,175.89,"Crater, craters","Aug 10, 2023",Town in United Arab Emirates.
Ruza,Mars,22.25,-34.00,307.29,"Crater, craters",1979,Town in Russia.
Rynok,Mars,8.49,44.13,121.76,"Crater, craters",1979,Town in Russia.
Rypin,Mars,18.18,-1.28,319.11,"Crater, craters",1976,Town in Poland.
Sabis Vallis,Mars,212.91,-5.01,207.49,"Vallis, valles",1985,Classical name for present Sambre River in France and Belgium.
Sabo,Mars,4.39,25.17,311.06,"Crater, craters",1988,Town in Russia.
Sabrina Vallis,Mars,280.00,10.99,310.96,"Vallis, valles",1985,"Classical name for present Severn River, England."
Sacra Dorsa,Mars,1416.00,11.21,293.91,"Dorsum, dorsa",1985,"From albedo feature at 20N, 67W."
Sacra Fossae,Mars,950.00,20.36,290.00,"Fossa, fossae",1976,Classical albedo feature name.
Sacra Mensa,Mars,577.00,24.64,291.78,"Mensa, mensae",1988,Albedo feature name.
Sacra Sulci,Mars,1009.05,22.16,285.30,"Sulcus, sulci",1985,"From albedo feature at 20N, 67W."
Sagan,Mars,90.26,10.72,329.40,"Crater, craters",2000,Carl E.; American astronomer (1934-1996).
Saheki,Mars,82.44,-21.74,73.14,"Crater, craters",2006,Tsuneo; Japanese amateur astronomer (1916-1996).
Sakarya Vallis,Mars,26.00,-5.10,137.33,"Vallis, valles","Dec 14, 2020",River in Turkey.
Salaga,Mars,28.03,-47.19,308.89,"Crater, craters",1976,Town in Ghana.
Salkhad,Mars,42.00,-29.85,83.69,"Crater, craters","Jun 01, 2018",Town in Syria.
Samara Valles,Mars,661.84,-24.17,341.27,"Vallis, valles",1976,"Ancient name for modern Somme River, France."
Sandila,Mars,13.32,-25.56,329.65,"Crater, craters",1976,Town in India.
Sangar,Mars,30.33,-27.53,335.66,"Crater, craters",1976,Town in Russia.
San Juan,Mars,1.23,22.87,311.96,"Crater, craters",1979,Puerto Rican port.
Santaca,Mars,15.85,-41.06,87.37,"Crater, craters",1991,Town in Mozambique.
Santa Cruz,Mars,1.35,21.25,312.74,"Crater, craters",1979,Port of Canary Islands.
Santa Fe,Mars,20.30,19.28,312.05,"Crater, craters",1976,"Town in New Mexico, USA."
Saravan,Mars,46.89,-16.93,305.98,"Crater, craters","Feb 06, 2009",Town in Laos.
Sarh,Mars,50.27,-64.85,345.42,"Crater, craters","Feb 12, 2009",Town in the Republic of Chad.
Sarn,Mars,11.37,-77.34,305.28,"Crater, craters",1991,Town in Wales.
Sarno,Mars,20.29,-44.37,305.85,"Crater, craters",1976,Town in Italy.
Sasakan,Mars,28.00,-14.37,89.44,"Crater, craters","Apr 07, 2023",Village in Indonesia.
Satka,Mars,18.80,-42.68,323.06,"Crater, craters",1976,Town in Russia.
Satkania,Mars,6.00,-32.35,338.20,"Crater, craters","Mar 23, 2022",Town in Bangladesh.
Sauk,Mars,3.08,-44.67,327.44,"Crater, craters",1976,"Town in Wisconsin, USA."
Savannah,Mars,1.34,22.02,312.22,"Crater, craters",1979,American colonial town (Georgia).
Sava Vallis,Mars,62.00,19.09,77.13,"Vallis, valles","Mar 26, 2020",River in Slovenia.
Savich,Mars,179.06,-27.49,96.12,"Crater, craters",1991,Aleksey N. Savich; Russian astronomer (1811-1883).
Say,Mars,13.59,-28.07,330.33,"Crater, craters",1976,Town in Niger.
Scamander Vallis,Mars,269.00,15.89,28.53,"Vallis, valles",1982,Ancient name of river at Troy (modern Turkey).
Scandia,Mars,0.00,60.00,210.00,Albedo Feature,1958,Southern Scandinavia.
Scandia Cavi,Mars,663.80,77.55,209.65,"Cavus, cavi",2003,"Named for classical albedo feature at 65N, 150W."
Scandia Colles,Mars,1521.68,65.47,220.87,"Collis, colles",1985,From albedo feature name.
Scandia Tholi,Mars,398.27,73.91,201.28,"Tholus, tholi",2003,"Named for classical albedo feature at 65N, 150W."
Schaeberle,Mars,158.67,-24.37,50.23,"Crater, craters",1973,John M.; American astronomer (1853-1924).
Schiaparelli,Mars,458.52,-2.71,16.77,"Crater, craters",1973,Giovanni V.; Italian astronomer (1835-1910).
Schmidt,Mars,201.35,-72.07,282.10,"Crater, craters",1973,Johann F.; German astronomer (1825-1884); Otto Y.; Russian geophysicist (1891-1956).
Schöner,Mars,198.97,19.93,50.70,"Crater, craters",1976,Johannes; German geographer (1477-1547).
Schroeter,Mars,291.59,-1.90,55.99,"Crater, craters",1973,Johann H.; German astronomer (1745-1816).
Scylla Scopulus,Mars,476.91,-25.22,18.34,"Scopulus, scopuli",1985,"From albedo feature at 19S, 320W."
Sebec,Mars,63.54,-39.50,99.41,"Crater, craters",1991,"Town in Maine, USA."
Secchi,Mars,223.41,-57.84,102.15,"Crater, craters",1973,Angelo; Italian astronomer (1818-1878).
Sedona,Mars,7.40,17.84,77.54,"Crater, craters","Jan 17, 2020","Town in Arizona, USA."
Sefadu,Mars,10.84,28.74,325.03,"Crater, craters","Sep 14, 2006",Town in Sierra Leone.
Selevac,Mars,7.30,-37.39,228.93,"Crater, craters","Apr 18, 2016",Village in Serbia.
Semeykin,Mars,73.51,41.51,8.75,"Crater, craters",1982,Boris Evgen'evich; Soviet astronomer (1900-1937).
Seminole,Mars,20.64,-24.18,340.89,"Crater, craters",1976,"Town in Florida, USA."
Senus Vallis,Mars,22.18,-5.23,213.04,"Vallis, valles",1985,Classical river in Ireland.
Sepik Vallis,Mars,59.00,-1.01,294.27,"Vallis, valles",1985,River in New Guinea.
Sera,Mars,28.00,8.84,358.95,"Crater, craters","Aug 31, 2018",Town in Japan.
Sevel,Mars,7.39,79.21,323.78,"Crater, craters",1988,Town in Denmark.
Sevi,Mars,3.20,18.89,103.03,"Crater, craters",1988,Town in Russia.
Sfax,Mars,6.70,-7.67,316.58,"Crater, craters",1976,Town in Tunisia.
Shalbatana Vallis,Mars,1029.00,7.33,317.91,"Vallis, valles",1973,Word for “;Mars“; in Akkadian.
Shambe,Mars,35.58,-20.58,329.31,"Crater, craters",1976,Town in Sudan.
Shardi,Mars,16.71,10.05,344.68,"Crater, craters","Sep 14, 2006",Town in Pakistan.
Sharonov,Mars,99.92,27.00,301.47,"Crater, craters",1973,Vsevolod V.; Russian astronomer (1901-1964).
Shatskiy,Mars,69.46,-32.36,345.11,"Crater, craters",1979,N. S.; Russian geologist.
Shawnee,Mars,16.71,22.49,328.49,"Crater, craters",1976,"Town in Ohio, USA."
Sian,Mars,4.06,19.96,312.00,"Crater, craters",1988,Town in Russia.
Sibiti,Mars,33.00,-12.37,294.74,"Crater, craters","Feb 02, 2017",Town in the Republic of Congo (Congo-Brazzaville).
Sibu,Mars,17.63,-23.02,340.28,"Crater, craters",1976,Town in Malaysia.
Sibut,Mars,22.18,9.68,310.65,"Crater, craters","Nov 26, 2012",Town in Central African Republic.
Sidhi,Mars,48.00,-49.69,24.41,"Crater, craters","Feb 03, 2025","Town in Madhya Pradesh, India."
Sigli,Mars,30.30,-20.31,329.19,"Crater, craters",1976,Town in Indonesia.
Silinka Vallis,Mars,150.93,9.13,331.95,"Vallis, valles",2006,River in Russia.
Siloe Patera,Mars,39.08,35.30,6.55,"Patera, paterae","Oct 29, 2012",Classical albedo feature name.
Simois Colles,Mars,86.94,-37.72,183.41,"Collis, colles","Dec 03, 2013",Classical albedo feature name of Greek origin.
Simois Mons,Mars,91.53,-42.67,196.76,"Mons, montes","Aug 18, 2020","Classical albedo feature name of Greek origin, Simois."
Simud Valles,Mars,987.99,19.09,321.99,"Vallis, valles",1973,Word for “;Mars“; in Sumerian.
Sinai,Mars,0.00,-19.78,290.00,Albedo Feature,1958,Biblical; named for area next to Mare Erythraeum (Indian Ocean).
Sinai Dorsa,Mars,456.54,-12.77,281.08,"Dorsum, dorsa",1988,Classical albedo feature name.
Sinai Fossae,Mars,589.15,-14.08,281.33,"Fossa, fossae","Jan 23, 2012",Classical albedo feature name.
Sinai Planum,Mars,901.44,-13.72,272.24,"Planum, plana",1973,Classical albedo feature name.
Sinai Tholus,Mars,200.00,-15.54,279.97,"Tholus, tholi","Aug 18, 2020","Classical albedo feature, Sinai."
Sinda,Mars,6.67,15.75,111.28,"Crater, craters",1988,Town in Russia.
Singa,Mars,13.14,-22.43,342.67,"Crater, craters",1976,Town in Sudan.
Sinop,Mars,14.72,-23.28,110.62,"Crater, craters",1991,Town in Turkey.
Sinton,Mars,62.80,40.75,31.73,"Crater, craters","May 11, 2007",William M.; American astronomer (1925-2004).
Sinus Meridiani,Mars,0.00,-4.94,360.00,Albedo Feature,1958,"“;Middle Bay,“; from Flammarion map."
Sinus Sabaeus,Mars,0.00,-7.91,20.00,Albedo Feature,1958,Today's Red Sea; Saba was part of southern Arabian Peninsula.
Sirenum Fossae,Mars,2731.21,-35.57,197.26,"Fossa, fossae",1973,Classical albedo feature name.
Sirenum Mons,Mars,122.86,-38.22,212.15,"Mons, montes","Aug 12, 2013",Classical albedo feature name.
Sirenum Tholus,Mars,53.90,-34.64,215.21,"Tholus, tholi","Aug 12, 2013",Classical albedo feature name.
Sisyphi Cavi,Mars,423.63,-72.20,353.70,"Cavus, cavi",1976,Classical albedo feature name.
Sisyphi Montes,Mars,200.00,-69.65,13.08,"Mons, montes",1985,"From albedo feature at 67S, 348W."
Sisyphi Planum,Mars,1032.87,-69.64,6.41,"Planum, plana",2003,Classical albedo feature name.
Sisyphi Tholus,Mars,27.52,-75.68,341.47,"Tholus, tholi","Sep 13, 2006",Classical albedo feature name.
Sithonius Lacus,Mars,0.00,44.66,115.00,Albedo Feature,1958,Region inhabited by Sithonii; synonym of Thrace.
Sitka,Mars,16.89,-4.28,320.77,"Crater, craters",1976,"Town in Alaska, USA."
Siton Undae,Mars,222.97,75.55,297.28,"Unda, undae","Mar 20, 2007",Classical albedo feature name.
Sitrah,Mars,33.09,-59.09,217.72,"Crater, craters","Oct 25, 2013",Village in Bahrain.
Sklodowska,Mars,109.72,33.52,357.05,"Crater, craters",1973,Marie; Polish-born French chemist (Mme P. Curie) (1867-1934).
Slipher,Mars,127.14,-47.34,275.54,"Crater, craters",1973,Vesto M.; American astronomer (1875-1969); Earl C.; American astronomer (1883-1964).
Smith,Mars,74.33,-65.76,257.27,"Crater, craters",1973,William; British geologist-engineer (1769-1839).
Soffen,Mars,58.31,-23.73,140.86,"Crater, craters","Sep 14, 2006",Gerald A.; American astrobiologist (1926-2000).
Sögel,Mars,28.45,21.43,304.85,"Crater, craters",1976,Town in Germany.
Sokol,Mars,22.18,-42.37,319.32,"Crater, craters",1976,Town in Russia.
Solano,Mars,9.00,-26.74,108.95,"Crater, craters",1991,Town in Philippines.
Solis Dorsa,Mars,779.50,-22.88,280.26,"Dorsum, dorsa",1976,Classical albedo feature name.
Solis Lacus,Mars,0.00,-27.72,270.00,Albedo Feature,1958,"“;Lake of the Sun“;; the so-called “;Eye of Mars,“; connecting East with West."
Solis Planum,Mars,1811.23,-26.40,270.33,"Planum, plana",1973,Classical albedo feature name.
Somerset,Mars,3.33,-9.73,308.74,"Crater, craters",2006,"Town in Pennsylvania, USA."
Soochow,Mars,30.06,16.73,331.18,"Crater, craters",1976,Town in China (Kiangsu).
Souris,Mars,2.93,19.47,113.31,"Crater, craters",1988,"Town in Manitoba, Canada."
South,Mars,101.84,-76.94,21.91,"Crater, craters",1973,James; British astronomer (1785-1867).
Spallanzani,Mars,71.69,-58.01,86.38,"Crater, craters",1973,Lazzaro; Italian biologist (1729-1799).
Spry,Mars,7.67,-3.70,321.57,"Crater, craters",1976,"Town in Utah, USA."
Spur,Mars,8.09,22.02,307.74,"Crater, craters",1976,"Town in Texas, USA."
Srīpur,Mars,22.99,-30.74,259.29,"Crater, craters",1991,Town in Bangladesh.
Stege,Mars,76.44,3.75,300.50,"Crater, craters",1985,Town in Denmark.
Steinheim,Mars,11.28,54.57,190.65,"Crater, craters","Apr 16, 2007","Town in Baden-Württemberg, Germany."
Steno,Mars,103.54,-67.75,244.63,"Crater, craters",1973,Nicolaus; Danish geologist (1638-1686).
Steyr,Mars,20.00,-13.35,93.81,"Crater, craters","May 18, 2022",Town in Austria.
Stobs,Mars,12.06,-4.96,321.70,"Crater, craters",1976,Town in Scotland.
Stokes,Mars,62.74,55.63,171.29,"Crater, craters",1973,George G.; British physicist (1819-1903).
Ston,Mars,6.49,46.87,122.55,"Crater, craters",1979,Town in Croatia.
Stoney,Mars,161.37,-69.61,221.49,"Crater, craters",1973,George J.; Irish physicist (1826-1911).
Stura Vallis,Mars,75.00,22.71,142.47,"Vallis, valles",1985,"Classical river east of Rome, Italy."
Stygis Catena,Mars,65.38,23.25,150.57,"Catena, catenae",1985,"From albedo feature at 30N, 200W."
Stygis Fossae,Mars,385.00,26.92,149.83,"Fossa, fossae",1985,Albedo feature name.
Styx,Mars,0.00,29.71,160.00,Albedo Feature,1958,"Great river around nether region, which souls must cross on journey from Earth."
Styx Dorsum,Mars,90.67,30.81,151.86,"Dorsum, dorsa",1985,Albedo feature name.
Suata,Mars,23.90,-18.91,106.67,"Crater, craters",1991,Town in Venezuela.
Subur Vallis,Mars,26.20,11.63,306.85,"Vallis, valles",1985,Classical river in Mauritania.
Sucre,Mars,13.56,23.69,305.41,"Crater, craters",1976,Town in Colombia.
Suess,Mars,71.90,-66.88,181.51,"Crater, craters",1973,"Eduard; Austrian geologist, engineer (1831-1914)."
Sūf,Mars,9.41,16.34,321.78,"Crater, craters",1976,Town in Jordan.
Sulak,Mars,25.00,18.17,281.39,"Crater, craters",1985,Town in Russia.
Sulci Gordii,Mars,400.00,19.02,234.27,"Sulcus, sulci",1976,Classical albedo feature name.
Sumgin,Mars,78.60,-36.53,311.33,"Crater, craters",1979,M. I.; Russian cryopedologist.
Sungari Vallis,Mars,344.82,-40.33,88.50,"Vallis, valles","Feb 11, 2009","River in China, also known as Songhua Jiang."
Surinda Valles,Mars,80.07,-28.80,324.89,"Vallis, valles",1979,Name proposed by Soviets; found on Mars-5 Map.
Surius Vallis,Mars,30.76,-61.20,311.28,"Vallis, valles",1991,Lowell canal name.
Surt,Mars,9.85,16.85,329.36,"Crater, craters",1976,Town in Libya.
Suzhi,Mars,24.63,-27.41,86.10,"Crater, craters",1991,Town in China.
Swanage,Mars,18.68,26.45,326.33,"Crater, craters",1997,Town in England.
Syria,Mars,0.00,-19.78,260.00,Albedo Feature,1958,Province in Near East including Phoenicia; or one of the Cyclades (Homer).
Syria Colles,Mars,630.00,-13.46,259.27,"Collis, colles","Apr 11, 2015","Classical albedo feature name, Syria."
Syria Mons,Mars,73.47,-13.88,255.73,"Mons, montes","Jul 06, 2009",Classical albedo feature name.
Syria Planum,Mars,735.74,-12.09,256.10,"Planum, plana",1973,Classical albedo feature name.
Syrtis Major,Mars,0.00,9.88,70.00,Albedo Feature,1958,"Libyan Gulf, now Gulf of Sirte."
[Syrtis Major Planitia],Mars,1262.00,9.39,69.50,"Planitia, planitiae",1982,Classical albedo feature name; changed from Planitia to Planum 1982.
Syrtis Major Planum,Mars,1214.86,9.20,67.10,"Planum, plana",1973,Albedo feature name; changed from Planitia to Planum.
Sytinskaya,Mars,89.16,42.42,306.94,"Crater, craters",1982,Nadezhda Nikolaevna; Soviet astronomer (1906-1974).
Tábor,Mars,19.11,-35.50,301.67,"Crater, craters",1979,Town in the Czech Republic.
Tabou,Mars,7.68,-45.10,324.96,"Crater, craters",1976,Town in Ivory Coast.
Tader Valles,Mars,200.00,-48.78,207.70,"Vallis, valles",1985,"Ancient name for present Segura River, Spain."
Taejin,Mars,28.06,-35.20,85.66,"Crater, craters",1991,Town in the Republic of Korea.
Tagus Valles,Mars,144.58,-6.68,114.54,"Vallis, valles",1976,"Ancient and modern river in Spain, Portugal."
Tairua,Mars,26.00,-12.66,83.52,"Crater, craters","May 18, 2022",Town in New Zealand.
Tak,Mars,5.21,-26.02,331.35,"Crater, craters",1976,Town in Thailand.
Tala,Mars,8.51,-20.34,112.79,"Crater, craters",1991,Town in Tunisia.
Talas,Mars,30.00,-35.67,75.37,"Crater, craters","Jul 27, 2015",Town in Kyrgyzstan.
Talsi,Mars,9.59,-41.53,310.63,"Crater, craters",1976,Town in Latvia.
Taltal,Mars,10.00,-39.51,234.21,"Crater, craters","Sep 20, 2016",Town in Chile.
Talu,Mars,10.00,-40.35,20.09,"Crater, craters","Jun 14, 2016",Town in Indonesia.
Tame,Mars,13.80,-22.73,252.01,"Crater, craters",1991,Town in Colombia.
Tanaica Montes,Mars,178.55,39.55,269.17,"Mons, montes",1991,Classical albedo name.
Tanais,Mars,0.00,49.67,290.00,Albedo Feature,1958,"Present River Don, Russia."
Tanais Fossae,Mars,172.95,38.74,273.51,"Fossa, fossae",1991,Classical albedo name.
Tana Vallis,Mars,56.51,4.78,332.11,"Vallis, valles","Mar 05, 2013",River in Kenya.
Tangtse,Mars,21.00,-26.85,178.46,"Crater, craters","Nov 09, 2022",Village in India.
Tantalus Fluctus,Mars,794.34,35.93,264.32,"Fluctus, fluctūs",1991,Albedo feature name.
Tantalus Fossae,Mars,2361.86,49.83,263.91,"Fossa, fossae",1973,"From albedo feature at 35N, 110W."
Tara,Mars,32.94,-44.01,307.16,"Crater, craters",1976,Town in Ireland.
Tarakan,Mars,39.31,-41.21,329.56,"Crater, craters",1976,Town in Indonesia (Borneo).
Tarata,Mars,12.27,-3.78,318.78,"Crater, craters",1976,Town in Bolivia.
Tarime,Mars,18.00,1.66,8.40,"Crater, craters","Aug 22, 2022",Town in Tanzania.
Tarma,Mars,9.00,16.54,109.85,"Crater, craters",1988,Town in Peru.
Tarq,Mars,35.36,-38.10,171.22,"Crater, craters","Mar 16, 2017",Town in Iran.
Tarrafal,Mars,4.89,24.26,340.82,"Crater, craters","May 06, 2013",Town in Cape Verde.
Tarsus,Mars,18.55,23.12,319.74,"Crater, craters",1976,Town in Turkey.
Tartarus Colles,Mars,1672.69,21.24,175.19,"Collis, colles",1985,"From albedo feature at 2N, 183W."
Tartarus Montes,Mars,1086.46,15.46,167.54,"Mons, montes",1985,Classical albedo feature name.
Tartarus Rupes,Mars,97.46,-6.50,175.71,"Rupes, rupēs",1985,"Named for albedo feature at 2N, 183W."
Tartarus Scopulus,Mars,251.31,-4.23,177.25,"Scopulus, scopuli",1985,"Named for albedo feature at 12S, 182W."
Taung,Mars,40.00,11.08,316.08,"Crater, craters","May 06, 2024",Town in South Africa.
Taus Vallis,Mars,10.40,-4.85,211.68,"Vallis, valles",1985,Classical river in Caledonia (Scotland).
Tavua,Mars,31.56,15.62,117.61,"Crater, craters","Feb 26, 2008",Town in Fiji.
Taxco,Mars,17.36,20.67,319.87,"Crater, craters",1976,Town in Mexico.
Taytay,Mars,18.17,7.39,340.40,"Crater, craters","Sep 14, 2006",Town in the Philippines.
Taza,Mars,24.28,-43.57,314.70,"Crater, craters",1976,Town in Morocco.
Tecolote,Mars,47.93,-24.55,253.16,"Crater, craters",1991,"Town in New Mexico, USA."
Tehachapi,Mars,26.00,36.57,329.58,"Crater, craters","Jul 08, 2019","Town in California, USA."
Teisserenc de Bort,Mars,114.89,0.43,45.07,"Crater, craters",1973,Leon P.; French meteorologist (1855-1913).
Tejn,Mars,3.77,15.39,106.42,"Crater, craters",1988,Town in Denmark.
Teknaf,Mars,12.00,-36.11,214.30,"Crater, craters","Mar 23, 2022",Town in Bangladesh.
Telz,Mars,3.19,21.16,111.12,"Crater, craters",1988,Town in Germany.
Tem',Mars,5.88,41.91,350.55,"Crater, craters",1976,Town in Russia.
Tempe,Mars,0.00,39.67,290.00,Albedo Feature,1958,Greek valley south of Mt. Olympus noted for its beauty.
Tempe Colles,Mars,34.49,33.75,277.44,"Collis, colles",1991,Classical albedo name.
Tempe Fossae,Mars,2116.24,40.42,288.60,"Fossa, fossae",1973,"From albedo feature at 40N, 70W."
Tempe Mensa,Mars,55.39,27.94,288.41,"Mensa, mensae",1988,"From albedo feature at 40N, 70W."
Tempe Terra,Mars,1954.94,38.69,289.39,"Terra, terrae",1979,"From albedo feature at 40N, 70W."
Tenuis Cavus,Mars,51.53,84.76,1.39,"Cavus, cavi",2006,Classical albedo feature name.
Tenuis Mensa,Mars,120.92,81.13,267.04,"Mensa, mensae",2006,Classical albedo feature name.
Tepko,Mars,3.98,15.21,103.51,"Crater, craters",1988,Town in Australia.
Terby,Mars,171.50,-27.96,74.14,"Crater, craters",1973,Francois J.; Belgian astronomer (1846-1911).
Termes Vallis,Mars,55.60,-11.11,202.99,"Vallis, valles",1988,"Classical river in ancient Lusitania, present Tormes River, Spain."
Terra Cimmeria,Mars,5855.87,-32.68,147.75,"Terra, terrae",1979,Classical albedo feature name.
[Terra Meridiani],Mars,1622.00,-7.12,4.00,"Terra, terrae",1979,"Classical albedo feature name. Name dropped when new boundaries for regional features were defined in July, 2001."
Terra Sabaea,Mars,4688.44,2.72,51.30,"Terra, terrae",1979,Classical albedo feature name.
Terra Sirenum,Mars,3635.18,-39.49,205.85,"Terra, terrae",1979,Classical albedo feature name.
Teviot Vallis,Mars,143.89,-43.37,102.26,"Vallis, valles",2003,River in Scotland.
Tharsis,Mars,0.00,0.00,260.00,Albedo Feature,1973,Connecting link between East and West; ancient Spanish town Tartessus.
Tharsis Montes,Mars,2058.91,1.57,247.42,"Mons, montes",1973,Classical albedo feature name.
Tharsis Tholus,Mars,149.30,13.25,269.31,"Tholus, tholi",1973,Classical albedo feature name.
Thaumasia,Mars,0.00,-34.68,275.00,Albedo Feature,1958,"Named for Thaumas, god of clouds; Arabia."
Thaumasia Fossae,Mars,996.18,-47.75,268.95,"Fossa, fossae",1973,Classical albedo feature name.
Thaumasia Planum,Mars,799.60,-21.66,294.78,"Planum, plana",1994,"Albedo feature at 30S, 75W."
Thermia,Mars,2.76,19.67,109.17,"Crater, craters",1988,Town in Greece.
Thila,Mars,5.37,18.11,155.52,"Crater, craters","Jul 01, 2008",Town in Yemen.
Thira,Mars,21.84,-14.47,175.98,"Crater, craters",1997,Town on Santorini Island in the Aegean Sea.
Thom,Mars,22.06,-41.11,92.35,"Crater, craters",1991,Town in Thailand.
Thoth,Mars,0.00,29.71,105.00,Albedo Feature,1958,Egyptian messenger god.
Thule,Mars,13.07,-23.37,334.28,"Crater, craters",1976,Town in Greenland.
[Thyles Chasma],Mars,235.00,-70.79,127.50,"Chasma, chasmata",1976,Classical albedo feature; name changed to Thyles Rupes.
Thyles Montes,Mars,380.00,-69.88,126.54,"Mons, montes","Sep 13, 2006",Classical albedo feature name.
Thyles Rupes,Mars,548.75,-69.32,132.28,"Rupes, rupēs",1985,Name and feature changes 1984 from Ultimi Cavi and Thyles Chasma.
Thymiamata,Mars,0.00,9.88,350.00,Albedo Feature,1958,“;Land of sweet-scented perfumes“;; South Yemen or India.
Thymiamata Serpens,Mars,158.00,10.47,352.17,"Serpens, serpentes","Mar 07, 2019",Classical albedo feature name.
Tianzhushan,Mars,0.23,25.07,109.93,"Crater, craters","Dec 03, 2021",Town in China.
